,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoU
420,1,27,10,13,0.005764
416,1,27,4,1,0.005764
7959,27,1,10,13,0.005764
7314,24,1,2,1,0.005764
7955,27,1,4,1,0.005764
9045,32,34,1,3,0.00575
9393,34,32,1,3,0.00575
2144,5,15,2,1,0.00575
2150,5,15,10,13,0.00575
9772,37,17,2,2,0.00575
9053,32,34,4,2,0.00575
9431,34,35,4,2,0.00575
379,1,24,2,1,0.00575
9401,34,32,4,2,0.00575
9652,35,34,4,2,0.00575
7577,25,1,8,9,0.00575
5072,15,1,1,6,0.00573
9127,33,22,11,8,0.005714
4605,13,13,2,5,0.005714
6385,19,38,1,3,0.005714
1680,4,15,2,1,0.005714
6941,22,32,3,3,0.005714
6942,22,32,3,7,0.005714
7227,23,23,2,5,0.005714
369,1,23,4,1,0.0057
368,1,23,3,7,0.0057
6994,23,1,3,7,0.0057
7574,25,1,2,1,0.0057
6995,23,1,4,1,0.0057
4426,12,17,11,8,0.00568
6567,21,28,4,4,0.00568
6948,22,32,6,5,0.00568
8372,28,22,12,4,0.00568
6383,19,37,4,4,0.00568
2855,7,7,5,1,0.00568
2275,5,25,1,6,0.005665
2278,5,25,4,4,0.005665
5078,15,1,10,13,0.005665
2280,5,25,10,13,0.005665
9733,37,7,4,4,0.00565
8642,29,38,1,3,0.00565
394,1,25,10,13,0.00565
392,1,25,4,4,0.00565
8206,27,27,1,6,0.00565
9879,38,29,1,3,0.00565
8975,32,22,4,4,0.00565
389,1,25,1,6,0.00565
8981,32,22,11,8,0.00565
3040,7,37,4,4,0.00565
5073,15,1,2,1,0.005634
282,1,16,10,13,0.00562
3638,9,9,12,4,0.00562
6578,21,33,7,5,0.00562
4734,13,32,11,8,0.00562
4731,13,32,6,5,0.00562
8935,32,17,11,8,0.00562
4346,11,33,2,5,0.00562
5697,17,34,11,8,0.00562
6823,22,18,12,4,0.00562
3035,7,37,1,6,0.00562
274,1,16,1,6,0.00562
9728,37,7,1,6,0.00562
2276,5,25,2,1,0.005604
393,1,25,8,9,0.005604
6981,22,37,1,2,0.005585
6583,21,38,1,1,0.005585
3038,7,37,3,1,0.005585
8211,27,27,3,3,0.005585
7307,23,37,2,14,0.005585
7763,26,1,1,3,0.005585
5549,16,37,2,14,0.005585
8896,32,12,11,8,0.005585
9731,37,7,3,1,0.005585
9097,33,11,2,5,0.005585
4396,12,11,11,8,0.005585
271,1,16,1,2,0.00557
8972,32,22,3,7,0.005554
9065,32,35,4,4,0.005554
275,1,16,2,1,0.005554
390,1,25,2,1,0.005554
4739,13,33,11,8,0.005554
8971,32,22,3,3,0.005554
4736,13,33,6,5,0.005554
9643,35,32,4,4,0.005554
6969,22,34,11,8,0.005554
4751,13,38,1,3,0.005554
260,1,15,1,6,0.00554
8665,30,35,4,4,0.005524
6247,19,19,1,6,0.005524
8978,32,22,6,5,0.005524
6384,19,38,1,1,0.005524
5260,15,37,2,2,0.005524
4286,11,11,3,1,0.005524
5927,18,22,12,4,0.005524
9631,35,30,4,4,0.005524
8932,32,17,6,5,0.005493
9773,37,17,2,5,0.005493
9780,37,22,1,2,0.005493
7916,26,26,12,2,0.005493
9650,35,34,2,4,0.005493
9350,34,22,11,8,0.005493
6502,21,17,10,13,0.005493
5067,14,37,2,14,0.005493
9429,34,35,2,4,0.005493
268,1,15,10,13,0.005478
6337,19,28,12,4,0.005463
4354,11,37,1,6,0.005463
8636,29,34,11,8,0.005463
9386,34,29,11,8,0.005463
5996,18,32,4,4,0.005463
6008,18,34,4,4,0.005463
6246,19,19,1,4,0.005463
6014,18,35,2,2,0.005463
9049,32,34,2,4,0.005463
3019,7,33,6,5,0.005463
9087,33,7,6,5,0.005463
5677,17,28,4,4,0.005463
5696,17,34,8,9,0.005463
4749,13,37,2,5,0.005463
9397,34,32,2,4,0.005463
261,1,15,2,1,0.00545
9754,37,11,1,6,0.005436
5616,17,12,11,8,0.005436
9117,33,17,2,5,0.005436
7515,24,24,10,15,0.005436
3978,10,10,2,6,0.005436
7757,25,35,8,9,0.005436
9765,37,14,2,14,0.005436
3979,10,10,2,14,0.005436
8354,28,17,10,13,0.005436
4233,11,1,2,2,0.005436
9324,34,18,4,4,0.005436
216,1,11,2,2,0.00542
4424,12,17,7,5,0.005405
9426,34,35,1,4,0.005405
9757,37,12,1,6,0.005405
6967,22,34,4,4,0.005405
9647,35,34,1,4,0.005405
396,1,26,1,3,0.005405
5679,17,28,12,4,0.005405
8947,32,18,4,4,0.005405
2853,7,7,4,1,0.005405
5407,16,16,2,14,0.005405
7909,26,26,1,6,0.005375
4730,13,32,5,7,0.005375
8399,28,29,12,4,0.005375
6500,21,17,7,5,0.005375
6011,18,35,1,3,0.005375
8745,31,34,3,3,0.005375
8611,29,28,12,4,0.005375
8635,29,34,11,6,0.005375
9385,34,29,11,6,0.005375
5653,17,21,7,5,0.005375
5170,15,15,3,3,0.005375
9645,35,34,1,2,0.00535
6944,22,32,4,2,0.00535
6017,18,35,4,2,0.00535
5168,15,15,2,2,0.00535
5922,18,22,3,3,0.00535
9424,34,35,1,2,0.00535
9046,32,34,1,4,0.00535
7935,26,33,6,5,0.00535
9394,34,32,1,4,0.00535
6582,21,35,9,10,0.00535
7306,23,37,2,5,0.00535
6521,21,21,2,1,0.00535
5609,17,11,6,5,0.00535
9348,34,22,4,4,0.00535
7309,23,37,4,4,0.00535
3989,10,10,10,13,0.005318
6357,19,32,5,7,0.005318
3014,7,32,6,5,0.005318
8352,28,17,4,4,0.005318
5546,16,37,1,2,0.005318
6938,22,32,2,2,0.005318
9090,33,7,11,8,0.005318
5660,17,22,11,8,0.005318
3991,10,10,12,2,0.005318
7944,26,38,1,3,0.005318
8205,27,27,1,4,0.005318
3022,7,33,11,8,0.005318
9123,33,21,7,5,0.005318
5652,17,21,4,4,0.005318
6980,22,37,1,1,0.005318
8851,32,7,6,5,0.005318
3637,9,9,12,2,0.00529
6964,22,34,3,3,0.00529
9276,34,12,11,8,0.00529
3990,10,10,11,6,0.00529
8633,29,33,11,8,0.00529
6818,22,18,3,3,0.00529
4728,13,32,3,7,0.00529
8895,32,12,7,5,0.00529
9137,33,29,11,8,0.00529
9789,37,23,2,14,0.005264
6015,18,35,2,4,0.005264
7721,25,25,2,2,0.005264
7516,24,24,12,2,0.005264
7938,26,33,11,8,0.005264
9563,35,18,4,2,0.005264
5926,18,22,12,2,0.005264
6982,22,37,2,1,0.005264
6946,22,32,5,1,0.005264
8355,28,17,12,4,0.005264
9863,38,21,1,1,0.005264
9560,35,18,2,2,0.005264
6499,21,17,4,4,0.005234
8632,29,33,7,5,0.005234
7511,24,24,7,5,0.005234
7509,24,24,2,14,0.005234
4342,11,32,6,5,0.005234
9136,33,29,7,5,0.005234
9779,37,22,1,1,0.005234
3977,10,10,2,5,0.005234
9345,34,22,3,3,0.005234
6935,22,32,1,3,0.005234
9390,34,31,3,3,0.005234
5993,18,32,3,3,0.005234
9275,34,12,11,6,0.005234
9241,34,7,6,8,0.005207
6822,22,18,12,2,0.005207
5657,17,22,6,5,0.005207
8890,32,11,6,5,0.005207
5661,17,22,12,4,0.005207
5612,17,11,11,8,0.005207
8974,32,22,4,2,0.005207
5409,16,16,4,2,0.005207
3011,7,32,3,3,0.005207
3030,7,34,6,8,0.005207
9561,35,18,2,4,0.005207
8848,32,7,3,3,0.005207
9274,34,12,8,9,0.005207
6914,22,28,1,3,0.005207
9242,34,7,11,8,0.00518
7223,23,23,1,6,0.00518
6002,18,34,2,2,0.00518
9238,34,7,3,3,0.00518
6577,21,32,7,5,0.00518
8968,32,22,2,2,0.00518
5614,17,12,7,5,0.00518
9732,37,7,4,1,0.00518
9639,35,32,2,2,0.00518
6005,18,34,3,3,0.00518
9607,35,25,8,9,0.00518
5919,18,22,2,2,0.00518
6473,21,12,9,10,0.00518
4747,13,37,1,6,0.00518
3039,7,37,4,1,0.00518
9651,35,34,4,1,0.00518
3031,7,34,11,8,0.00518
9781,37,22,2,1,0.00518
9430,34,35,4,1,0.00518
9061,32,35,2,2,0.00518
3027,7,34,3,3,0.00518
5656,17,22,4,4,0.00518
9557,35,18,1,3,0.00518
9312,34,17,11,8,0.00518
6923,22,29,11,8,0.00518
6939,22,32,2,4,0.005154
3205,8,8,12,4,0.005154
9778,37,19,4,4,0.005154
4454,12,31,9,10,0.005154
3017,7,32,11,8,0.005154
8572,29,22,11,8,0.005154
8854,32,7,11,8,0.005154
3631,9,9,4,2,0.005154
4453,12,29,11,8,0.005127
6943,22,32,4,1,0.005127
8960,32,19,5,7,0.005127
9862,38,19,1,3,0.005127
4351,11,34,6,8,0.005127
8741,31,32,3,3,0.005127
6244,19,19,1,2,0.005127
9064,32,35,4,2,0.005127
9642,35,32,4,2,0.005127
6012,18,35,1,4,0.005127
8976,32,22,5,1,0.005127
6815,22,18,2,2,0.005127
6820,22,18,4,2,0.005127
6352,19,32,3,7,0.005127
9382,34,28,1,1,0.0051
3972,10,10,1,4,0.0051
7756,25,35,4,4,0.0051
8965,32,22,1,3,0.0051
8901,32,13,6,5,0.0051
6007,18,34,4,2,0.0051
5984,18,31,3,3,0.0051
9852,38,13,1,3,0.0051
7570,24,38,1,3,0.0051
8904,32,13,11,8,0.0051
8401,28,34,1,1,0.0051
9271,34,11,6,8,0.0051
3628,9,9,2,4,0.005077
9558,35,18,1,4,0.005077
5406,16,16,2,4,0.005077
8370,28,22,1,3,0.005077
5990,18,32,2,2,0.005077
3204,8,8,12,2,0.005077
8509,29,12,12,12,0.005077
6284,19,22,12,12,0.005077
6961,22,34,2,2,0.005077
4345,11,32,11,8,0.005077
6241,19,18,12,4,0.005077
9621,35,27,8,9,0.005077
8272,27,35,8,9,0.005077
4352,11,34,11,8,0.005077
6816,22,18,2,4,0.005077
6936,22,32,1,4,0.005077
2477,6,6,2,6,0.005077
6966,22,34,4,2,0.005077
6975,22,35,2,2,0.005077
5924,18,22,4,2,0.005077
6474,21,12,12,12,0.005077
9791,37,23,4,4,0.00505
9788,37,23,2,5,0.00505
4432,12,22,11,8,0.00505
9106,33,13,6,5,0.00505
8893,32,11,11,8,0.00505
6242,19,18,12,12,0.00505
9578,35,21,9,10,0.00505
8716,31,18,3,3,0.00505
3771,9,28,12,4,0.00505
9109,33,13,11,8,0.00505
9323,34,18,4,2,0.00505
8944,32,18,3,3,0.00505
9771,37,16,2,14,0.00505
9272,34,11,11,8,0.00505
9318,34,18,2,2,0.005024
5995,18,32,4,2,0.005024
9321,34,18,3,3,0.005024
6003,18,34,2,4,0.005024
6248,19,19,2,1,0.005024
9342,34,22,2,2,0.005024
7508,24,24,2,6,0.005024
9878,38,29,1,1,0.005024
8969,32,22,2,4,0.005024
3191,8,8,2,6,0.005024
4415,12,14,11,8,0.005024
6283,19,22,12,4,0.005024
6978,22,35,4,2,0.005024
9347,34,22,4,2,0.005024
9766,37,15,2,2,0.005024
3190,8,8,2,5,0.005024
8641,29,38,1,1,0.005024
7759,25,37,2,2,0.005
4296,11,12,11,8,0.005
7934,26,32,11,8,0.005
7544,24,28,10,13,0.005
5645,17,18,12,4,0.005
6807,22,17,11,8,0.005
3193,8,8,3,3,0.005
5402,16,16,1,4,0.005
3202,8,8,10,13,0.005
7911,26,26,3,1,0.005
9019,32,31,3,3,0.005
7842,26,12,11,8,0.005
9319,34,18,2,4,0.005
8973,32,22,4,1,0.005
5920,18,22,2,4,0.005
2485,6,6,10,13,0.005
5050,14,33,11,8,0.005
6580,21,35,4,4,0.004974
3197,8,8,6,5,0.004974
8386,28,27,4,4,0.004974
5644,17,18,4,4,0.004974
8508,29,12,11,8,0.004974
6382,19,37,4,1,0.004974
3515,8,37,4,4,0.004974
9760,37,13,2,5,0.004974
5169,15,15,3,1,0.004974
8222,27,28,4,4,0.004974
6010,18,35,1,2,0.004974
7222,23,23,1,4,0.004974
9861,38,19,1,1,0.004974
5533,16,34,8,9,0.00495
9648,35,34,2,1,0.00495
8966,32,22,1,4,0.00495
9584,35,22,2,2,0.00495
3185,8,8,1,4,0.00495
8280,27,37,4,4,0.00495
6813,22,18,1,4,0.00495
9804,37,27,4,4,0.00495
6925,22,29,12,4,0.00495
9427,34,35,2,1,0.00495
8630,29,32,11,8,0.00495
6000,18,34,1,4,0.00495
8946,32,18,4,2,0.00495
8955,32,19,3,7,0.00495
5059,14,34,11,8,0.00495
9112,33,14,11,8,0.00495
5987,18,32,1,3,0.00495
9015,32,29,11,8,0.00495
6379,19,35,8,9,0.00495
6381,19,37,3,1,0.00495
4315,11,17,6,5,0.004925
5547,16,37,2,1,0.004925
5912,18,21,12,2,0.004925
8574,29,22,12,4,0.004925
8850,32,7,4,4,0.004925
3512,8,37,2,6,0.004925
9131,33,26,6,5,0.004925
9316,34,18,1,4,0.004925
8364,28,19,12,4,0.004925
3013,7,32,4,4,0.004925
5991,18,32,2,4,0.004925
3511,8,37,2,5,0.004925
6016,18,35,4,1,0.004925
5058,14,34,11,6,0.004925
6962,22,34,2,4,0.004925
4744,13,34,11,8,0.004925
2487,6,6,12,2,0.004925
5545,16,37,1,1,0.004925
8962,32,21,7,5,0.0049
7542,24,28,4,4,0.0049
8941,32,18,2,2,0.0049
6804,22,17,6,5,0.0049
6368,19,34,8,9,0.0049
3029,7,34,4,4,0.0049
6934,22,32,1,2,0.0049
9057,32,35,1,1,0.0049
9874,38,26,1,3,0.0049
4735,13,33,2,5,0.0049
9640,35,32,2,4,0.0049
8744,31,34,3,1,0.0049
6764,22,12,12,12,0.0049
6808,22,17,12,4,0.0049
9240,34,7,4,4,0.0049
6380,19,37,1,1,0.0049
8900,32,13,5,7,0.0049
4450,12,29,7,5,0.0049
6763,22,12,11,8,0.0049
9587,35,22,4,2,0.0049
9062,32,35,2,4,0.0049
9290,34,14,11,8,0.0049
4429,12,21,9,10,0.0049
9635,35,32,1,1,0.0049
6803,22,17,4,4,0.00488
9289,34,14,11,6,0.00488
6819,22,18,4,1,0.00488
5055,14,34,2,2,0.00488
8942,32,18,2,4,0.00488
7943,26,38,1,1,0.00488
9606,35,25,4,4,0.00488
6959,22,34,1,4,0.00488
8608,29,28,1,3,0.00488
7931,26,32,6,5,0.00488
9343,34,22,2,4,0.00488
8396,28,29,1,3,0.00488
2765,6,37,2,6,0.00488
9086,33,7,2,5,0.00488
3018,7,33,2,5,0.00488
5917,18,22,1,4,0.00488
9641,35,32,4,1,0.00488
7568,24,37,2,14,0.00488
7843,26,12,12,12,0.00488
6976,22,35,2,4,0.00488
8961,32,19,7,5,0.00488
9063,32,35,4,1,0.00488
6333,19,28,1,3,0.004856
4649,13,17,11,8,0.004856
4648,13,17,10,13,0.004856
7503,24,24,1,2,0.004856
4644,13,17,6,5,0.004856
3025,7,34,2,2,0.004856
6922,22,29,7,5,0.004856
9134,33,26,11,8,0.004856
5501,16,28,1,3,0.004856
9868,38,23,1,3,0.004856
9562,35,18,4,1,0.004856
4743,13,34,11,6,0.004856
9113,33,15,6,5,0.004856
9236,34,7,2,2,0.004856
4226,10,37,2,6,0.00483
6913,22,28,1,1,0.00483
5994,18,32,4,1,0.00483
9340,34,22,1,4,0.00483
5923,18,22,4,1,0.00483
7303,23,37,1,6,0.00483
8898,32,13,3,7,0.00483
4227,10,37,2,14,0.00483
9059,32,35,1,4,0.00483
8571,29,22,7,5,0.00483
5842,18,12,12,12,0.00483
9637,35,32,1,4,0.00483
5874,18,17,10,13,0.00483
1543,4,4,12,4,0.00483
9286,34,14,2,2,0.00483
5053,14,34,1,3,0.00483
2472,6,6,1,4,0.00483
4729,13,32,5,1,0.00483
4420,12,15,11,8,0.00483
6932,22,31,3,3,0.004807
9556,35,18,1,2,0.004807
8720,31,22,3,3,0.004807
5908,18,21,1,6,0.004807
9576,35,21,4,4,0.004807
5988,18,32,1,4,0.004807
4318,11,17,11,8,0.004807
5683,17,29,11,8,0.004807
6937,22,32,2,1,0.004807
9116,33,15,11,8,0.004807
5998,18,34,1,2,0.004807
6965,22,34,4,1,0.004784
8703,31,12,9,10,0.004784
8938,32,18,1,3,0.004784
9389,34,31,3,1,0.004784
6006,18,34,4,1,0.004784
4444,12,27,8,9,0.004784
8846,32,7,1,3,0.004784
6509,21,18,12,2,0.004784
8964,32,22,1,2,0.004784
9284,34,14,1,3,0.004784
3009,7,32,1,3,0.004784
5675,17,26,12,12,0.004784
9768,37,16,1,2,0.004784
9750,37,10,2,6,0.00476
7841,26,12,7,5,0.00476
5915,18,22,1,2,0.00476
1533,4,4,3,3,0.00476
8739,31,32,1,3,0.00476
5254,15,34,3,3,0.00476
9636,35,32,1,2,0.00476
5608,17,11,2,5,0.00476
7872,26,17,12,12,0.00476
9058,32,35,1,2,0.00476
4431,12,22,7,5,0.00476
6973,22,35,1,4,0.00476
9751,37,10,2,14,0.00476
9297,34,15,11,8,0.00476
7683,25,18,4,4,0.00476
8505,29,12,7,5,0.00476
8945,32,18,4,1,0.00476
8939,32,18,1,4,0.00476
9585,35,22,2,4,0.00476
5052,14,34,1,2,0.00476
5651,17,19,12,12,0.00476
5647,17,19,4,4,0.00476
5978,18,29,12,4,0.00476
6957,22,34,1,2,0.004738
4446,12,27,11,6,0.004738
6332,19,28,1,1,0.004738
4229,10,37,4,4,0.004738
5408,16,16,4,1,0.004738
9758,37,13,1,6,0.004738
9346,34,22,4,1,0.004738
8552,29,18,12,4,0.004738
5607,17,11,2,2,0.004738
4893,14,12,11,8,0.004738
3725,9,22,12,4,0.004738
9322,34,18,4,1,0.004738
6840,22,19,12,12,0.00472
4392,12,11,1,6,0.00472
9283,34,14,1,2,0.00472
6924,22,29,12,2,0.00472
9628,35,29,1,3,0.00472
6811,22,18,1,2,0.00472
8369,28,22,1,1,0.00472
7280,23,33,2,5,0.00472
7567,24,37,2,6,0.00472
3479,8,33,6,5,0.00472
8638,29,35,1,3,0.00472
5047,14,32,11,8,0.00472
5875,18,17,12,4,0.004696
5623,17,13,11,8,0.004696
5619,17,13,6,5,0.004696
5650,17,19,12,4,0.004696
8967,32,22,2,1,0.004696
4265,11,7,6,5,0.004696
9338,34,22,1,2,0.004696
9014,32,29,7,5,0.004696
7278,23,32,5,7,0.004696
8629,29,32,7,5,0.004696
3626,9,9,2,1,0.004696
5983,18,31,3,1,0.004696
4666,13,21,7,5,0.004696
8573,29,22,12,2,0.004696
5235,15,28,1,3,0.004696
9314,34,18,1,2,0.004673
5674,17,26,11,8,0.004673
6839,22,19,12,4,0.004673
5873,18,17,4,4,0.004673
9753,37,10,4,4,0.004673
2898,7,11,6,5,0.004673
7940,26,34,11,8,0.004673
4660,13,19,7,5,0.004673
6013,18,35,2,1,0.004673
6356,19,32,5,1,0.004673
5906,18,19,12,12,0.004673
4225,10,37,2,5,0.004673
6505,21,18,1,6,0.004673
6532,21,22,12,2,0.004673
5905,18,19,12,4,0.004673
8914,32,14,11,8,0.004673
8715,31,18,3,1,0.00465
5246,15,31,9,10,0.00465
7871,26,17,11,8,0.00465
9017,32,31,1,3,0.00465
1526,4,4,1,4,0.00465
9797,37,25,2,2,0.00465
6844,22,21,12,2,0.00465
3768,9,28,1,3,0.00465
6971,22,35,1,2,0.00465
6238,19,18,4,2,0.00465
8377,28,24,10,13,0.00465
8267,27,35,2,2,0.00465
6227,19,17,10,13,0.00465
2479,6,6,3,3,0.00465
8740,31,32,3,1,0.00465
5528,16,34,2,2,0.00465
9582,35,22,1,4,0.00465
9616,35,27,2,2,0.00465
5986,18,32,1,2,0.00465
6279,19,22,4,2,0.00465
1542,4,4,12,2,0.00463
9638,35,32,2,1,0.00463
9060,32,35,2,1,0.00463
4663,13,19,10,15,0.00463
4443,12,26,11,8,0.00463
6930,22,31,2,2,0.00463
6762,22,12,7,5,0.00463
9000,32,26,11,8,0.00463
9785,37,23,1,6,0.00463
6756,22,11,6,5,0.00461
3693,9,18,12,4,0.00461
8385,28,27,1,3,0.00461
6977,22,35,4,1,0.00461
9122,33,19,7,5,0.00461
8221,27,28,1,3,0.00461
5622,17,13,8,9,0.00461
5918,18,22,2,1,0.00461
6347,19,32,1,4,0.00461
9749,37,10,2,5,0.00461
9619,35,27,4,2,0.00461
8270,27,35,4,2,0.00461
5648,17,19,7,5,0.00461
5539,16,35,2,2,0.00461
5682,17,29,7,5,0.004585
7910,26,26,2,1,0.004585
6237,19,18,4,1,0.004585
2767,6,37,4,4,0.004585
7753,25,34,8,9,0.004585
6530,21,22,1,3,0.004585
7565,24,37,1,6,0.004585
5061,14,35,1,3,0.004585
3478,8,33,2,5,0.004585
7279,23,32,7,5,0.004585
6517,21,19,12,12,0.004585
7737,25,27,10,15,0.004585
6225,19,17,4,4,0.004585
6229,19,17,12,12,0.004585
6919,22,29,2,2,0.004585
6477,21,13,7,5,0.004585
6234,19,18,2,2,0.004585
6235,19,18,2,4,0.004585
6366,19,34,4,2,0.004585
7750,25,31,9,10,0.004585
4746,13,35,8,9,0.004566
4417,12,15,7,5,0.004566
6842,22,21,1,3,0.004566
8849,32,7,4,1,0.004566
9381,34,27,11,6,0.004566
5989,18,32,2,1,0.004566
6814,22,18,2,1,0.004566
8329,28,9,12,4,0.004566
6001,18,34,2,1,0.004566
8261,27,34,11,6,0.004566
9777,37,19,4,1,0.004566
8732,31,27,9,10,0.004566
8244,27,32,3,3,0.004566
5253,15,34,3,1,0.004566
5946,18,24,12,2,0.004566
5977,18,29,12,2,0.004566
9009,32,27,3,3,0.004566
7273,23,32,3,7,0.004566
3012,7,32,4,1,0.004566
8375,28,24,4,4,0.004566
8568,29,22,2,2,0.004566
5671,17,26,6,5,0.004566
9537,35,14,1,3,0.004547
9743,37,8,4,4,0.004547
8546,29,17,11,8,0.004547
6705,22,7,6,5,0.004547
4740,13,34,1,1,0.004547
6274,19,22,2,2,0.004547
9580,35,22,1,2,0.004547
9239,34,7,4,1,0.004547
3028,7,34,4,1,0.004547
4322,11,22,6,5,0.004547
7561,24,35,4,4,0.004547
9776,37,19,3,1,0.004547
7484,24,21,7,5,0.004547
4268,11,7,11,8,0.004547
7868,26,17,6,5,0.004547
7883,26,21,7,5,0.004547
4600,13,12,11,8,0.004547
7891,26,22,11,8,0.004547
7564,24,37,1,2,0.004547
6960,22,34,2,1,0.004547
8738,31,32,1,1,0.004547
9335,34,19,8,9,0.004547
9018,32,31,3,1,0.004547
6377,19,35,4,2,0.004547
9559,35,18,2,1,0.004524
9796,37,24,2,14,0.004524
5531,16,34,4,2,0.004524
7219,23,22,12,2,0.004524
8959,32,19,5,1,0.004524
4409,12,13,11,8,0.004524
4598,13,12,8,9,0.004524
7295,23,35,2,2,0.004524
6228,19,17,12,4,0.004524
9873,38,26,1,1,0.004524
4228,10,37,4,1,0.004524
5684,17,29,12,4,0.004524
2901,7,11,11,8,0.004524
6232,19,18,1,4,0.004524
8997,32,26,6,5,0.004524
7468,24,18,12,2,0.004524
5943,18,24,2,2,0.004524
3724,9,22,12,2,0.004524
9281,34,13,11,8,0.004524
6362,19,34,2,2,0.004505
6882,22,23,12,2,0.004505
9105,33,13,2,5,0.004505
4407,12,13,8,9,0.004505
5524,16,34,1,2,0.004505
9724,37,6,2,6,0.004505
5198,15,21,9,10,0.004505
9341,34,22,2,1,0.004505
2704,6,28,1,3,0.004505
9775,37,19,1,1,0.004505
5046,14,32,7,5,0.004505
9740,37,8,2,6,0.004505
9739,37,8,2,5,0.004505
6275,19,22,2,4,0.004505
5680,17,29,4,4,0.004505
9575,35,19,8,9,0.004505
9586,35,22,4,1,0.004505
6572,21,29,4,4,0.004505
8937,32,18,1,2,0.004505
9752,37,10,4,1,0.004486
5627,17,14,11,8,0.004486
5953,18,25,4,4,0.004486
6894,22,26,5,7,0.004486
4944,14,17,11,8,0.004486
9128,33,23,2,5,0.004486
2753,6,35,2,2,0.004486
9294,34,15,3,3,0.004486
9309,34,16,11,6,0.004486
6268,19,21,12,12,0.004486
2964,7,22,6,5,0.004486
5542,16,35,4,2,0.004486
4171,10,28,10,13,0.004486
7465,24,18,2,2,0.004486
6759,22,11,11,8,0.004486
4382,12,7,11,8,0.004486
7487,24,21,12,2,0.004486
6374,19,35,2,2,0.004463
8235,27,31,9,10,0.004463
6363,19,34,2,4,0.004463
8950,32,19,1,4,0.004463
6360,19,34,1,4,0.004463
8994,32,23,5,7,0.004463
8334,28,10,10,13,0.004463
8913,32,14,7,5,0.004463
7298,23,35,4,2,0.004463
9280,34,13,11,6,0.004463
6278,19,22,4,1,0.004463
8694,31,7,3,3,0.004463
9769,37,16,2,1,0.004463
9767,37,16,1,1,0.004463
5526,16,34,1,4,0.004463
9867,38,23,1,1,0.004463
2705,6,28,4,4,0.004463
2749,6,35,1,2,0.004463
6701,22,7,3,3,0.004444
9376,34,27,3,3,0.004444
7888,26,22,6,5,0.004444
8551,29,18,12,2,0.004444
8256,27,34,3,3,0.004444
9365,34,25,8,9,0.004444
9016,32,31,1,1,0.004444
8899,32,13,5,1,0.004444
7308,23,37,4,1,0.004444
9317,34,18,2,1,0.004444
9593,35,23,2,2,0.004444
6702,22,7,3,7,0.004444
4949,14,18,4,4,0.004444
6193,19,13,4,4,0.004444
6560,21,26,7,5,0.004444
3718,9,22,2,2,0.004444
4308,11,15,6,5,0.004444
6198,19,13,10,15,0.004444
3787,9,32,5,7,0.004444
5044,14,32,4,4,0.004444
5852,18,14,12,2,0.004444
2567,6,14,10,13,0.004444
5054,14,34,2,1,0.004444
4442,12,26,7,5,0.004425
8607,29,28,1,1,0.004425
8265,27,35,1,4,0.004425
7215,23,22,4,2,0.004425
8348,28,16,1,3,0.004425
2707,6,28,10,13,0.004425
8230,27,30,4,4,0.004425
8360,28,19,1,3,0.004425
7679,25,18,1,3,0.004425
8268,27,35,2,4,0.004425
6708,22,7,11,8,0.004425
6272,19,22,1,4,0.004425
6898,22,26,11,8,0.004425
4340,11,29,7,5,0.004425
4325,11,22,11,8,0.004425
4550,13,7,11,8,0.004425
8922,32,15,11,8,0.004425
6371,19,35,1,3,0.004425
4678,13,22,11,8,0.004425
9614,35,27,1,4,0.004425
8710,31,15,9,10,0.004425
5663,17,23,2,2,0.004425
9601,35,24,4,4,0.004425
8940,32,18,2,1,0.004425
9617,35,27,2,4,0.004425
8395,28,29,1,1,0.004425
6469,21,11,7,5,0.004425
8661,30,27,4,4,0.004425
5850,18,14,2,2,0.004425
4675,13,22,6,5,0.004425
6375,19,35,2,4,0.004425
5529,16,34,2,4,0.004425
7839,26,12,1,6,0.004425
4314,11,17,2,5,0.004425
4626,13,14,11,8,0.004425
5940,18,24,1,3,0.004406
7187,23,18,12,2,0.004406
6486,21,14,12,2,0.004406
3514,8,37,4,1,0.004406
8911,32,14,4,4,0.004406
9285,34,14,2,1,0.004406
8500,29,11,7,5,0.004406
3513,8,37,3,1,0.004406
6376,19,35,4,1,0.004406
7289,23,34,4,2,0.004406
6878,22,23,4,2,0.004406
7733,25,27,4,4,0.004406
4313,11,17,2,2,0.004406
5665,17,23,7,5,0.004406
4547,13,7,6,5,0.004406
7675,25,16,10,15,0.004406
9535,35,13,8,9,0.004406
8726,31,25,9,10,0.004406
4422,12,16,11,6,0.004406
3713,9,21,9,10,0.004387
6974,22,35,2,1,0.004387
7183,23,18,2,4,0.004387
8238,27,32,1,3,0.004387
539,2,2,3,3,0.004387
9596,35,23,4,2,0.004387
9612,35,27,1,2,0.004387
8258,27,34,4,2,0.004387
2961,7,22,3,7,0.004387
2960,7,22,3,3,0.004387
4168,10,28,1,3,0.004387
536,2,2,2,6,0.004387
3656,9,12,12,12,0.004387
9802,37,27,3,1,0.004387
8263,27,35,1,2,0.004387
1531,4,4,2,6,0.004387
4943,14,17,10,13,0.004387
9378,34,27,4,2,0.004387
5540,16,35,2,4,0.004387
8331,28,10,1,3,0.004387
9003,32,27,1,3,0.004387
7424,24,12,12,12,0.004387
